label
𒈮
𒀕
𒁹+𒋗
𒉎
𒁹
𒁷
𒄞
𒁖
𒂅
𒌺
𒁲
𒂕
𒐂
𒈨𒌍
𒐃
𒐉
𒂁
𒂠
𒋠
𒋆
𒋫
𒋧
1en
𒀪
𒋀
𒃲
𒆸
𒍠
𒌓
𒌑
𒇲
𒊬
𒁵
𒊭
𒂖
𒁍
𒌉𒍑
𒄀
𒑖
𒃾
𒁀
𒈲
𒊺
𒅕
𒃰
𒄭𒀀
𒊍
𒌋𒌋
𒀿
𒌷
𒋓
𒃶
𒊏
𒌗
𒅖
𒊷
𒈣
𒌋𒐋
𒋃
𒀸
𒂷
𒉺
𒐍
𒉺𒇻
𒄭
𒑅
𒁁
𒇽
𒃮
𒑔
𒆤
𒌍
𒐽
𒋻
𒂡
𒄤
𒄿
𒑀
𒆜
𒅔
𒇯
𒑛
𒄬
𒂇
𒋋
𒍇
𒌋𒈫
𒄩
𒍮
𒄑
𒊩
𒀖
𒈝
𒌉
𒈦
𒀊
𒂄
𒂍
𒄵
𒊩𒌆
𒌀
𒉚
𒌨
𒍝
𒄘𒌦
𒋰
𒌋
𒅘
𒄫
𒂊
𒁕
𒂆
𒀜
𒐐
𒍨
𒀝
𒍣
𒊑
𒁓
𒉈
𒑚
𒈫
𒆰
𒅀
𒀭
𒌦
𒄣
𒉌
𒀴
𒍦
𒇴
𒈪𒉭
𒉠
𒊮
𒅗
𒉆
𒍑
𒃼
𒉡
𒁄
𒆍
X
𒀼𒋰
𒌝
𒐕𒌋
𒑜
𒀭+𒈾
𒋞
𒃻
𒈬
𒂦
𒑐
𒌫
𒉼
𒂟
𒁻
𒄙
𒊌
𒄯
𒅆
𒉌𒌓
𒐋
𒋥
𒁮
𒄥
𒉻
𒅆𒂟
𒑇
𒇻
𒐀
𒐊
𒌓𒄒𒉣
𒅁
𒍢
𒈨
𒇷
𒑰
𒄊
𒁆
𒀉
𒐌
𒊻
𒌅
𒄷
𒀀
𒇉
𒉏
𒄃
𒆠𒈫
𒆧
𒆭
𒁈
𒌣
𒁴
𒈜
𒁺
𒄦
𒅍
𒊕
𒑗
𒈗
𒁃
𒋾
𒄠
𒌋𒅗
𒅇
𒆬
𒈥
𒅂
𒐼
𒇧
𒁾
𒆥
𒈭
𒆪
𒆠
𒆏
𒑏
𒄰
𒄷𒄭
𒑆
𒀲
𒊓
𒀀𒀭
𒂼
𒉿
𒌋𒌆
𒅈
𒍜
𒍩
𒀫
𒐅
𒑍
𒊩𒌨
𒆐
𒃵
𒐏
𒁉
𒑁
𒐈
𒐺
𒆷
𒆟
𒄘
𒄴
𒁹+𒂗
𒌒
𒈩
𒁳
𒋙
𒀭+𒈹
𒐕
𒁶
𒌁
𒄒
𒈠
𒋢
𒄖
𒇺
𒄗
𒑒
𒆳
𒋩
𒃽
𒋼
𒉣
𒌶
𒀭+𒂗
𒌆
𒆗
𒋛
𒌋𒐉
𒋼𒀀
𒁹+𒀉
𒉭
𒋚
𒅋
𒌌
𒋡
𒂗
𒊐
𒀾
𒀠
𒌇
𒋗
𒑑
𒉐
𒍪
𒈾
𒀭+𒀝
𒉽
𒋛𒀀
𒀳
𒈪
𒅅
𒈤
𒅎
𒁇
𒇡
𒌈
𒊒
𒆲
𒆕
𒇑
𒉒
𒂵
𒂔
