label
𒌝
𒐽
𒋩
𒁀
𒀪
𒑛
𒐃
𒄥
𒌷
𒆟
𒃽
𒆕
𒃵
𒈜
𒊓
𒇉
𒊏
𒋃
𒂠
𒇽
𒍑
𒈮
𒁖
𒈨
𒊷
𒉆
𒍠
1en
𒍇
𒃡
𒌨
𒄙
𒋓
𒁈
𒋚
𒊐
𒊒
𒉐
𒉻
𒁾
𒀕
𒌅
𒂗
𒁃
𒑆
𒈫
𒋗
𒐏
𒇻
𒈠
𒂟
𒅇
𒌆
𒂅
𒇑
𒑇
𒈤
𒈿
𒁕
𒌦
𒄿
𒉼
𒍨
𒑒
𒊮
𒉽
𒂼
𒊬
𒂖
𒍮
𒁷
𒌶
𒁇
𒅁
𒋫
𒄩
𒄴
𒑅
𒅅
𒁵
𒅍
𒂷
𒄷
𒐋
𒌑
𒊭
𒋀
𒌈
𒄦
𒈣
𒅎
𒅂
𒃮
𒐅
𒋙
𒂡
𒑖
𒍦
𒈨𒌍
𒃲
𒋾
𒐂
𒀼𒋰
𒍣
𒅆
𒂔
𒉿
𒍪
𒀴
𒐐
𒄣
𒐌
𒋧
𒆏
𒊻
𒀭+𒈹
𒑁
𒀭+𒀝
𒃻
𒈪𒉭
𒅔
𒉠
𒈬
𒆤
𒌁
𒑍
𒀭
𒁄
𒆥
𒅋
𒆳
𒀫
𒀸
𒀀
𒋼𒀀
𒐀
𒂇
𒅈
𒌋
𒉭
𒄫
𒋛
𒁉
𒉚
𒄑
𒂆
𒇴
𒈝
𒀲
𒄵
𒋰
𒋠
𒉌
𒑏
𒊩
𒁶
𒌓
𒐼
𒊺
𒌓𒄒𒉣
𒄈
𒌉
𒊌
𒂍
𒃶
𒋝
𒌌
𒅀
𒄰
𒀾
𒑗
𒁓
𒄭
𒀉
𒈪
𒆗
𒉣
𒋡
𒉄
𒈲
𒄃
𒋥
𒀜
𒋻
𒑀
𒃾
𒈩
𒆐
𒀀𒀭
𒌋𒐉
𒃼
𒉺
𒆠
𒉏
𒆜
𒊩𒌆
𒐊
𒉡
𒀝
𒋼
𒇯
𒋢
𒈛
𒀭+𒂗
𒅖
𒊍
𒐺
𒄒
𒄭𒀀
𒇺
𒂁
𒌫
𒄷𒄭
𒈦
𒈗
𒆧
𒌣
𒀬
𒄊
𒁴
𒋛𒀀
𒑚
𒅕
𒉺𒇻
𒋞
𒌉𒍑
𒁲
𒄬
𒁹+𒂗
𒑑
𒂊
𒆸
𒀖
𒆷
𒂵
𒁹
𒌍
𒆲
𒉪
𒂦
𒁳
𒆬
𒉈
𒈧
𒍢
𒆠𒈫
𒄞
𒑜
𒅘
𒆰
𒂄
𒃣
𒍩
𒁮
𒐕
𒈾
𒆪
𒉌𒌓
𒄗
𒌗
𒈥
𒄀
𒑰
𒇧
𒌋𒅗
𒀊
𒑐
𒁁
𒄢
𒅗
𒇡
𒌇
𒍝
𒁺
𒆍
𒀭+𒈾
𒃰
𒐈
𒌒
𒊕
𒑔
𒇲
𒋳
𒄠
𒄖
𒁍
𒈭
𒌋𒌋
𒂕
𒀳
𒋆
𒄯
𒁆
𒀠
𒌤
𒊑
𒄘
𒌀
𒁻
𒇷
𒐉
𒐍
