label
𒁆
𒑁
𒀼𒋰
𒋢
𒂟
𒊒
𒑐
1en
𒅁
𒁁
𒀸
𒄣
𒅗
𒉿
𒂆
𒆠
𒀫
𒌋
𒄷
𒂡
𒐊
𒄴
𒐌
𒈥
𒆜
𒋫
𒄭𒀀
𒉌
𒂗
𒌇
𒂖
𒉺
𒁃
𒋗
𒄰
𒄘
𒐈
𒉽
𒂕
𒑇
𒈾
𒌶
𒅖
𒁖
𒍪
𒋼𒀀
𒑰
𒋛
𒉆
𒈨
𒋰
𒄞
𒐋
𒄀
𒈗
𒊷
𒂔
𒀳
𒌀
𒀪
𒊐
𒋻
𒐍
𒍇
𒍦
𒁹+𒂗
𒈝
𒈣
𒈪𒉭
𒈤
𒁵
𒇡
𒋃
𒑖
𒊓
𒂍
𒈮
𒈧
𒄖
𒍩
𒌆
𒅂
𒇑
𒁓
𒌣
𒑏
𒄭
𒀭+𒀝
𒐉
𒂄
𒀭+𒈹
𒃻
𒆪
𒌒
𒆥
𒐺
𒈭
𒂇
𒉏
𒑍
𒀉
𒇽
𒆰
𒁇
𒃼
𒐀
𒀀𒀭
𒀠
𒄷𒄭
𒄯
𒊍
𒑔
𒑅
𒋧
𒀊
𒉌𒌓
𒀭+𒂗
𒃣
𒃵
𒊌
𒁾
𒄒
𒌈
𒌓
𒉈
𒄢
𒑜
𒀲
𒍑
𒉣
𒐽
𒌋𒌋
𒊏
𒈦
𒑆
𒅋
𒁮
𒉭
𒉻
𒆧
𒍝
𒃲
𒌓𒄒𒉣
𒊩
𒉄
𒄵
𒉚
𒈲
𒌗
𒉡
𒁴
𒐃
𒍨
𒐏
𒌁
𒑑
𒋾
𒁳
𒅔
𒌋𒐉
𒋞
𒂅
𒁶
𒂠
𒆠𒈫
𒌍
𒁲
𒆗
𒂵
𒋝
𒂁
𒉐
𒁺
𒁀
𒊮
𒊬
𒅕
𒋠
𒌫
𒁍
𒁕
𒅘
𒋛𒀀
𒈿
𒇴
𒀴
𒀕
𒃮
𒌉𒍑
𒊕
𒇷
𒆬
𒌷
𒄠
𒆤
𒍠
𒆷
𒋚
𒊑
𒅎
𒌋𒅗
𒌨
𒋓
𒋡
𒌅
𒂷
𒉠
𒆏
𒊻
𒀝
𒌦
𒄥
𒋀
𒐐
𒌌
𒁄
𒇧
𒀭
𒋙
𒃰
𒆐
𒄊
𒇲
𒈩
𒉼
𒂦
𒈬
𒁻
𒃶
𒌑
𒅇
𒇉
𒑒
𒂊
𒍣
𒇯
𒋩
𒍮
𒑀
𒈫
𒋥
𒆕
𒋆
𒈜
𒁈
𒁷
𒅅
𒂼
𒄦
𒈨𒌍
𒊩𒌆
𒑚
𒀾
𒁹
𒄬
𒄫
𒈪
𒅈
𒅍
𒐂
𒈠
𒆲
𒄗
𒐕
𒌉
𒀭+𒈾
𒍢
𒐼
𒋼
𒀖
𒐅
𒅆
𒄿
𒉪
𒉺𒇻
𒁉
𒌝
𒃽
𒄑
𒆳
𒀜
𒆍
𒅀
𒑗
𒊺
𒆸
𒇻
𒑛
𒄩
𒆟
𒀀
𒇺
